source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
openalex,https://openalex.org/W1507668006,"Agent-Based Computational Modelling: Applications in Demography, Social, Economic and Environmental Sciences",2006,10.1007/3-7908-1721-x,55,article,
openalex,https://openalex.org/W3012220842,AI-based chatbots in customer service and their effects on user compliance,2020,10.1007/s12525-020-00414-7,1171,article,
openalex,https://openalex.org/W2758442112,Autonomous agents modelling other agents: A comprehensive survey and open problems,2018,10.1016/j.artint.2018.01.002,427,article,
openalex,https://openalex.org/W2129686315,As-If Behavioral Economics: Neoclassical Economics in Disguise?,2010,10.2139/ssrn.1677168,233,preprint,
openalex,https://openalex.org/W3122161814,Agent based-stock flow consistent macroeconomics: Towards a benchmark model,2016,10.1016/j.jedc.2016.06.001,316,article,
openalex,https://openalex.org/W3121263593,Labor market policy evaluation with ACE,2008,10.1016/j.jebo.2006.12.006,58,article,
openalex,https://openalex.org/W2804907169,Machine Learning Based Trust Computational Model for IoT Services,2018,10.1109/tsusc.2018.2839623,261,article,
openalex,https://openalex.org/W2049771252,Making Computational Social Science Effective,2002,10.1177/089443902237317,87,article,
openalex,https://openalex.org/W2041641385,Multiple equilibria in a monopoly market with heterogeneous agents and externalities,2005,10.1080/14697680500362346,66,article,
openalex,https://openalex.org/W2004860585,Spatial process and data models: Toward integration of agent-based models and GIS,2005,10.1007/s10109-005-0148-5,331,article,
openalex,https://openalex.org/W27480971,Adaptive Learning by Genetic Algorithms,1999,10.1007/978-3-642-18142-9,107,book,
openalex,https://openalex.org/W2967663220,Hyperparameter Optimization for Machine Learning Models Based on Bayesian Optimization,2019,10.11989/jest.1674-862x.80904120,1437,article,
openalex,https://openalex.org/W2943528199,Bio-inspired computation: Where we stand and what's next,2019,10.1016/j.swevo.2019.04.008,591,article,
openalex,https://openalex.org/W2180885055,Explanation-Based Generalization: A Unifying View,1986,10.1023/a:1022691120807,1176,article,
openalex,https://openalex.org/W2280738422,Preference purification and the inner rational agent: a critique of the conventional wisdom of behavioural welfare economics,2016,10.1080/1350178x.2015.1070527,191,article,
openalex,https://openalex.org/W2127769373,GridLAB-D: An Agent-Based Simulation Framework for Smart Grids,2014,10.1155/2014/492320,201,article,
openalex,https://openalex.org/W2161157131,Evolutionary agent-based economics,2004,10.6100/ir581264,48,dissertation,
openalex,https://openalex.org/W3048100966,Conversational Agents in Health Care: Scoping Review and Conceptual Analysis,2020,10.2196/17158,589,article,
openalex,https://openalex.org/W1514217162,Evolutionary models in economics: a survey of methods and building blocks,2009,10.1007/s00191-009-0153-9,193,article,
openalex,https://openalex.org/W2284867874,Seeking the Roots of Entrepreneurship: Insights from Behavioral Economics,2014,10.1257/jep.28.3.49,332,article,
openalex,https://openalex.org/W2165159570,A Survey of Agent Platforms,2015,10.18564/jasss.2661,270,article,
openalex,https://openalex.org/W1581584614,Computational Economics,2006,10.4018/978-1-59140-649-5,49,book,
openalex,https://openalex.org/W2768731445,Analytical sociology and computational social science,2017,10.1007/s42001-017-0006-5,91,article,
openalex,https://openalex.org/W4240086691,Computational Economics,2009,10.1093/oxfordhb/9780195189254.003.0013,26,book-chapter,
openalex,https://openalex.org/W2750770736,Brexit: The Economics of International Disintegration,2017,10.1257/jep.31.4.163,272,article,
openalex,https://openalex.org/W4389636360,Can Large Language Models Transform Computational Social Science?,2023,10.1162/coli_a_00502,503,article,
openalex,https://openalex.org/W2141720252,Errors and Artefacts in Agent-Based Modelling,2009,,173,article,
openalex,https://openalex.org/W3124345117,Handbook of Ecological Economics,2015,10.4337/9781783471416,233,book,
openalex,https://openalex.org/W2070460788,"Equation-Free, Coarse-Grained Multiscale Computation: Enabling Mocroscopic Simulators to Perform System-Level Analysis",2003,10.4310/cms.2003.v1.n4.a5,799,article,
openalex,https://openalex.org/W2948463461,On History of Mathematical Economics: Application of Fractional Calculus,2019,10.3390/math7060509,258,article,
openalex,https://openalex.org/W1939407039,Computing and applying trust in web-based social networks,2005,,838,dissertation,
openalex,https://openalex.org/W2122094048,Social network analysis and agent-based modeling in social epidemiology,2012,10.1186/1742-5573-9-1,229,article,
openalex,https://openalex.org/W1489272475,Computational Social Science,2010,10.4135/9781446261088,54,book,
openalex,https://openalex.org/W2283942731,Decision-Making in Agent-Based Models of Migration: State of the Art and Challenges,2016,10.1007/s10680-015-9362-0,205,article,
openalex,https://openalex.org/W2106141919,FROM INDIVIDUAL TO AGGREGATE LABOR SUPPLY: A QUANTITATIVE ANALYSIS BASED ON A HETEROGENEOUS AGENT MACROECONOMY*,2006,10.1111/j.1468-2354.2006.00370.x,269,article,
openalex,https://openalex.org/W2140213624,Tipping points in macroeconomic agent-based models,2014,10.1016/j.jedc.2014.08.003,158,article,
openalex,https://openalex.org/W2122401285,Language Evolution by Iterated Learning With Bayesian Agents,2007,10.1080/15326900701326576,405,article,
openalex,https://openalex.org/W4402901320,Large language models empowered agent-based modeling and simulation: a survey and perspectives,2024,10.1057/s41599-024-03611-3,256,article,
openalex,https://openalex.org/W2599913900,"Agent-Based Modelling of Social-Ecological Systems: Achievements, Challenges, and a Way Forward",2017,10.18564/jasss.3423,246,article,
openalex,https://openalex.org/W1524135913,Critical Overview of Agent-Based Models for Economics,2011,10.48550/arxiv.1101.1847,57,preprint,
openalex,https://openalex.org/W3121316442,Learning to Be Thoughtless: Social Norms and Individual Computation,2000,,30,article,
openalex,https://openalex.org/W2969376125,Machine learning in agricultural and applied economics,2019,10.1093/erae/jbz033,221,article,
openalex,https://openalex.org/W142332798,Agent-Based Manufacturing,2003,10.1007/978-3-662-05624-0,127,book,
openalex,https://openalex.org/W2600966031,Modeling economic systems as locally-constructive sequential games,2017,10.1080/1350178x.2017.1382068,60,article,
openalex,https://openalex.org/W2156194062,"If multi-agent learning is the answer, what is the question?",2007,10.1016/j.artint.2006.02.006,420,article,
openalex,https://openalex.org/W2522330560,Simple or complicated agent-based models? A complicated issue,2016,10.1016/j.envsoft.2016.09.006,190,article,
openalex,https://openalex.org/W3102381544,"The Many Faces of Agent-Based Computational Economics: Ecology of Agents, Bottom-Up Approaches and Paradigm Shift [Les modèles multi-agents en économie, entre agents hétérogènes, approches bottom-up et changement de paradigme]",2020,,1,preprint,
openalex,https://openalex.org/W3014540006,A review of agent‐based modeling of climate‐energy policy,2020,10.1002/wcc.647,126,article,
openalex,https://openalex.org/W2474590732,The Naïve Utility Calculus: Computational Principles Underlying Commonsense Psychology,2016,10.1016/j.tics.2016.05.011,349,review,
openalex,https://openalex.org/W4306386204,Economic forecasting with an agent-based model,2022,10.1016/j.euroecorev.2022.104306,144,article,
openalex,https://openalex.org/W1988631338,Intuitive and deliberate judgments are based on common principles.,2011,10.1037/a0020762,756,article,
openalex,https://openalex.org/W2929242575,Multi-Objective Workflow Scheduling With Deep-Q-Network-Based Multi-Agent Reinforcement Learning,2019,10.1109/access.2019.2902846,286,article,
openalex,https://openalex.org/W3022499311,Computational Social Science and Sociology,2020,10.1146/annurev-soc-121919-054621,306,review,
openalex,https://openalex.org/W3028484854,The Effectiveness of Artificial Intelligence Conversational Agents in Health Care: Systematic Review,2020,10.2196/20346,612,review,
openalex,https://openalex.org/W2781963368,Estimation of agent-based models using sequential Monte Carlo methods,2018,10.1016/j.jedc.2018.01.021,75,article,
openalex,https://openalex.org/W1990789482,What economic agents do: How cognition and interaction lead to emergence and complexity,2007,10.1007/s11138-007-0021-5,98,article,
openalex,https://openalex.org/W2063903232,What is specific about evolutionary economics?,2008,10.1007/s00191-008-0107-7,262,article,
openalex,https://openalex.org/W2528734436,On Multi-Agent Based Simulation,2004,,19,report,
openalex,https://openalex.org/W2131436635,Agent-based computational models– a formal heuristic for institutionalist pattern modelling?,2015,10.1017/s1744137415000193,37,article,
openalex,https://openalex.org/W2170588867,Formalizing the Role of Agent-Based Modeling in Causal Inference and Epidemiology,2014,10.1093/aje/kwu274,198,article,
openalex,https://openalex.org/W2107411295,A computational framework for the study of confidence in humans and animals,2012,10.1098/rstb.2012.0037,338,article,
openalex,https://openalex.org/W1978727873,Market-based recommendation,2004,10.1145/1031114.1031118,38,article,
openalex,https://openalex.org/W2803629276,Solving high-dimensional partial differential equations using deep learning,2018,10.1073/pnas.1718942115,1763,article,
openalex,https://openalex.org/W2035061933,LEARNING BY TEACHING: A NEW AGENT PARADIGM FOR EDUCATIONAL SOFTWARE,2005,10.1080/08839510590910200,462,article,
openalex,https://openalex.org/W2894141306,Representation of decision-making in European agricultural agent-based models,2018,10.1016/j.agsy.2018.09.007,177,article,
openalex,https://openalex.org/W2109295007,"Rapid, accurate, computational discovery of Rho-independent transcription terminators illuminates their relationship to DNA uptake",2007,10.1186/gb-2007-8-2-r22,558,article,
openalex,https://openalex.org/W2896085285,The impact of the blockchain on the supply chain: a theory-based research framework and a call for action,2018,10.1108/scm-01-2018-0029,878,article,
openalex,https://openalex.org/W3124661576,Agent-Based Macro,2006,,36,preprint,
openalex,https://openalex.org/W2343630645,Psychology and Economics: Evidence from the Field,2007,10.3386/w13420,237,report,
openalex,https://openalex.org/W4389519153,Findings of the Association for Computational Linguistics: EMNLP 2023,2023,10.18653/v1/2023.findings-emnlp,349,paratext,
openalex,https://openalex.org/W112898938,Studying the effects of CO2 emissions trading on the electricity market: A multi-agent-based approach,2008,10.1007/978-0-387-73653-2_6,21,book-chapter,
openalex,https://openalex.org/W2086762211,Magma an agent based virtual market for electronic commerce,1997,10.1080/088395197118046,170,article,
openalex,https://openalex.org/W2096457858,What have central bankers learned from modern macroeconomic theory?,2011,10.1016/j.jmacro.2011.08.005,65,article,
openalex,https://openalex.org/W2768046336,Applications of agent-based modelling and simulation in the agri-food supply chains,2017,10.1016/j.ejor.2017.10.041,160,article,
openalex,https://openalex.org/W2097552217,A Neural Computational Model of Incentive Salience,2009,10.1371/journal.pcbi.1000437,308,article,
openalex,https://openalex.org/W4383198328,Text Algorithms in Economics,2023,10.1146/annurev-economics-082222-074352,186,review,
openalex,https://openalex.org/W2137034884,Does Empirical Embeddedness Matter? : Methodological Issues on Agent-Based Models for Analytical Social Science,2005,,240,article,
openalex,https://openalex.org/W2169442762,Optimization Problems in the Theory of Continuous Trading,1989,10.1137/0327063,288,article,
openalex,https://openalex.org/W2070495752,The Rise of Computationally Enabled Economics: Introduction to the Special Issue of the Eastern Economic Journal on Agent-Based Modeling,2008,10.1057/eej.2008.37,4,editorial,
openalex,https://openalex.org/W2610781329,"Banks, Market Organization, and Macroeconomic Performance: An Agent-Based Computational Analysis",2011,10.3386/w17102,61,report,
openalex,https://openalex.org/W2595374266,Economics of invasive species policy and management,2017,10.1007/s10530-017-1406-4,237,article,
openalex,https://openalex.org/W1986502331,Debt Deleveraging and Business Cycles: An Agent-Based Perspective,2011,10.2139/ssrn.1973855,55,preprint,
openalex,https://openalex.org/W2557973836,Agent-based modelling in synthetic biology,2016,10.1042/ebc20160037,92,article,
openalex,https://openalex.org/W2790892419,"Dopamine, Effort-Based Choice, and Behavioral Economics: Basic and Translational Research",2018,10.3389/fnbeh.2018.00052,144,article,
